"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Vascular disorder of intestine, unspecified"	"K55.9"	13	930128	Unreliable
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Other and unspecified intestinal obstruction"	"K56.6"	16	930128	Unreliable
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Alcoholic cirrhosis of liver"	"K70.3"	39	930128	4.2
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Other and unspecified cirrhosis of liver"	"K74.6"	35	930128	3.8
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	26	930128	2.8
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Acute renal failure, unspecified"	"N17.9"	17	930128	Unreliable
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Chronic kidney disease, stage 5"	"N18.5"	46	930128	4.9
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Chronic renal failure, unspecified"	"N18.9"	28	930128	3.0
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Unspecified renal failure"	"N19"	38	930128	4.1
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Urinary tract infection, site not specified"	"N39.0"	35	930128	3.8
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Other lack of expected normal physiological development"	"R62.8"	24	930128	2.6
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	930128	Unreliable
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Unspecified fall"	"W19"	47	930128	5.1
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	61	930128	6.6
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	66	930128	7.1
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	35	930128	3.8
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	24	930128	2.6
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Assault by other and unspecified firearm discharge"	"X95"	13	930128	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Septicaemia, unspecified"	"A41.9"	73	928589	7.9
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	38	928589	4.1
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	24	928589	2.6
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	84	928589	9.0
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Malignant neoplasm of rectum"	"C20"	22	928589	2.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	19	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	34	928589	3.7
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	16	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	101	928589	10.9
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	276	928589	29.7
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	20	928589	2.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	22	928589	2.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	101	928589	10.9
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	13	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Endometrium - Malignant neoplasms"	"C54.1"	22	928589	2.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Malignant neoplasm of uterus, part unspecified"	"C55"	10	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Malignant neoplasm of ovary"	"C56"	37	928589	4.0
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Malignant neoplasm of prostate"	"C61"	68	928589	7.3
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	30	928589	3.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	39	928589	4.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	47	928589	5.1
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Malignant neoplasm of thyroid gland"	"C73"	10	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	10	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Malignant neoplasm without specification of site"	"C80"	65	928589	7.0
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	33	928589	3.6
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	29	928589	3.1
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	26	928589	2.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	11	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	17	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	12	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	24	928589	2.6
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	26	928589	2.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Unspecified diabetes mellitus, without complications"	"E14.9"	50	928589	5.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Unspecified protein-energy malnutrition"	"E46"	16	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Other obesity"	"E66.8"	11	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Hyperlipidaemia, unspecified"	"E78.5"	11	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Vascular dementia, unspecified"	"F01.9"	52	928589	5.6
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Unspecified dementia"	"F03"	417	928589	44.9
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	27	928589	2.9
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Motor neuron disease"	"G12.2"	22	928589	2.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Parkinson disease"	"G20"	124	928589	13.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	264	928589	28.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	16	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Other specified degenerative diseases of nervous system"	"G31.8"	22	928589	2.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Multiple sclerosis"	"G35"	14	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	12	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Essential (primary) hypertension"	"I10"	37	928589	4.0
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	20	928589	2.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	83	928589	8.9
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Hypertensive renal disease with renal failure"	"I12.0"	12	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Acute subendocardial myocardial infarction"	"I21.4"	15	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	212	928589	22.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	130	928589	14.0
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	366	928589	39.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Ischaemic cardiomyopathy"	"I25.5"	33	928589	3.6
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	16	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	11	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Other secondary pulmonary hypertension"	"I27.2"	17	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Aortic (valve) stenosis"	"I35.0"	41	928589	4.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Endocarditis, valve unspecified"	"I38"	12	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Dilated cardiomyopathy"	"I42.0"	12	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Cardiomyopathy, unspecified"	"I42.9"	42	928589	4.5
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Cardiac arrest, unspecified"	"I46.9"	13	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Atrial fibrillation and flutter"	"I48"	61	928589	6.6
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Cardiac arrhythmia, unspecified"	"I49.9"	22	928589	2.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	232	928589	25.0
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Heart failure, unspecified"	"I50.9"	40	928589	4.3
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Cardiovascular disease, unspecified"	"I51.6"	35	928589	3.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	12	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Intracerebral haemorrhage, unspecified"	"I61.9"	24	928589	2.6
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	35	928589	3.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Cerebral infarction, unspecified"	"I63.9"	31	928589	3.3
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	139	928589	15.0
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Cerebral atherosclerosis"	"I67.2"	21	928589	2.3
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Cerebrovascular disease, unspecified"	"I67.9"	48	928589	5.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	28	928589	3.0
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	13	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Generalized and unspecified atherosclerosis"	"I70.9"	48	928589	5.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Dissection of aorta [any part]"	"I71.0"	12	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Peripheral vascular disease, unspecified"	"I73.9"	21	928589	2.3
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	11	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	113	928589	12.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Emphysema, unspecified"	"J43.9"	17	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	32	928589	3.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	15	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	193	928589	20.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Pneumonitis due to food and vomit"	"J69.0"	90	928589	9.7
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	39	928589	4.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Interstitial pulmonary disease, unspecified"	"J84.9"	18	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Chronic respiratory failure"	"J96.1"	15	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Vascular disorder of intestine, unspecified"	"K55.9"	19	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Other and unspecified intestinal obstruction"	"K56.6"	14	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Alcoholic cirrhosis of liver"	"K70.3"	21	928589	2.3
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Other and unspecified cirrhosis of liver"	"K74.6"	36	928589	3.9
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	22	928589	2.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Acute renal failure, unspecified"	"N17.9"	23	928589	2.5
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Chronic kidney disease, stage 5"	"N18.5"	55	928589	5.9
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Chronic renal failure, unspecified"	"N18.9"	32	928589	3.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Unspecified renal failure"	"N19"	20	928589	2.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Urinary tract infection, site not specified"	"N39.0"	35	928589	3.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Other lack of expected normal physiological development"	"R62.8"	33	928589	3.6
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Fall on and from stairs and steps"	"W10"	11	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Unspecified fall"	"W19"	39	928589	4.2
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	64	928589	6.9
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	72	928589	7.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	928589	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	41	928589	4.4
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	26	928589	2.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Assault by other and unspecified firearm discharge"	"X95"	12	928589	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Septicaemia, unspecified"	"A41.9"	78	922921	8.5
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	10	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	37	922921	4.0
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	22	922921	2.4
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	98	922921	10.6
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Malignant neoplasm of rectum"	"C20"	18	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	14	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	26	922921	2.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	12	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	133	922921	14.4
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	317	922921	34.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	22	922921	2.4
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	13	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	132	922921	14.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Endometrium - Malignant neoplasms"	"C54.1"	21	922921	2.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Malignant neoplasm of uterus, part unspecified"	"C55"	18	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Malignant neoplasm of ovary"	"C56"	43	922921	4.7
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Malignant neoplasm of prostate"	"C61"	67	922921	7.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	44	922921	4.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	40	922921	4.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	37	922921	4.0
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Malignant neoplasm without specification of site"	"C80"	58	922921	6.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	13	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	28	922921	3.0
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	27	922921	2.9
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	12	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	35	922921	3.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	21	922921	2.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	26	922921	2.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	20	922921	2.2
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Unspecified diabetes mellitus, without complications"	"E14.9"	60	922921	6.5
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Unspecified protein-energy malnutrition"	"E46"	19	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Hyperlipidaemia, unspecified"	"E78.5"	13	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Vascular dementia, unspecified"	"F01.9"	51	922921	5.5
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Unspecified dementia"	"F03"	356	922921	38.6
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	26	922921	2.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Motor neuron disease"	"G12.2"	17	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Parkinson disease"	"G20"	105	922921	11.4
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	260	922921	28.2
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	32	922921	3.5
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Other specified degenerative diseases of nervous system"	"G31.8"	28	922921	3.0
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Multiple sclerosis"	"G35"	13	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	13	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Encephalopathy, unspecified"	"G93.4"	10	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Essential (primary) hypertension"	"I10"	42	922921	4.6
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	29	922921	3.1
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	82	922921	8.9
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Hypertensive renal disease with renal failure"	"I12.0"	14	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	206	922921	22.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	121	922921	13.1
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	318	922921	34.5
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Ischaemic cardiomyopathy"	"I25.5"	44	922921	4.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	12	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	23	922921	2.5
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Other secondary pulmonary hypertension"	"I27.2"	16	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Aortic (valve) stenosis"	"I35.0"	32	922921	3.5
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Endocarditis, valve unspecified"	"I38"	11	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Dilated cardiomyopathy"	"I42.0"	18	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Cardiomyopathy, unspecified"	"I42.9"	49	922921	5.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Cardiac arrest, unspecified"	"I46.9"	10	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Atrial fibrillation and flutter"	"I48"	64	922921	6.9
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Cardiac arrhythmia, unspecified"	"I49.9"	16	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	224	922921	24.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Heart failure, unspecified"	"I50.9"	55	922921	6.0
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Cardiovascular disease, unspecified"	"I51.6"	30	922921	3.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Heart disease, unspecified"	"I51.9"	10	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Intracerebral haemorrhage, unspecified"	"I61.9"	25	922921	2.7
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	33	922921	3.6
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Cerebral infarction, unspecified"	"I63.9"	33	922921	3.6
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Stroke, not specified as haemorrhage or infarction"	"I64"	131	922921	14.2
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Cerebral atherosclerosis"	"I67.2"	28	922921	3.0
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Cerebrovascular disease, unspecified"	"I67.9"	73	922921	7.9
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	30	922921	3.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	20	922921	2.2
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Generalized and unspecified atherosclerosis"	"I70.9"	29	922921	3.1
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Dissection of aorta [any part]"	"I71.0"	19	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Peripheral vascular disease, unspecified"	"I73.9"	26	922921	2.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Pneumonia, unspecified"	"J18.9"	93	922921	10.1
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Emphysema, unspecified"	"J43.9"	16	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	26	922921	2.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	215	922921	23.3
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Pneumonitis due to food and vomit"	"J69.0"	100	922921	10.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	42	922921	4.6
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Interstitial pulmonary disease, unspecified"	"J84.9"	13	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Chronic respiratory failure"	"J96.1"	12	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Other and unspecified intestinal obstruction"	"K56.6"	12	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Alcoholic cirrhosis of liver"	"K70.3"	22	922921	2.4
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Other and unspecified cirrhosis of liver"	"K74.6"	33	922921	3.6
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	25	922921	2.7
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Acute renal failure, unspecified"	"N17.9"	26	922921	2.8
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Chronic kidney disease, stage 5"	"N18.5"	66	922921	7.2
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Chronic renal failure, unspecified"	"N18.9"	25	922921	2.7
