,County,County Code,Year,Year Code,Cause of death,Deaths,Population,Crude Rate
2001,"DuPage County, IL",17043,2018,2018,"Subarachnoid haemorrhage, unspecified",12,928589,0
2002,"DuPage County, IL",17043,2018,2018,"Intracerebral haemorrhage, unspecified",24,928589,2
2003,"DuPage County, IL",17043,2018,2018,"Intracranial haemorrhage (nontraumatic), unspecified",35,928589,3
2004,"DuPage County, IL",17043,2018,2018,"Cerebral infarction, unspecified",31,928589,3
2005,"DuPage County, IL",17043,2018,2018,"Stroke, not specified as haemorrhage or infarction",139,928589,15
2006,"DuPage County, IL",17043,2018,2018,Cerebral atherosclerosis,21,928589,2
2007,"DuPage County, IL",17043,2018,2018,"Cerebrovascular disease, unspecified",48,928589,5
2008,"DuPage County, IL",17043,2018,2018,"Sequelae of stroke, not specified as haemorrhage or infarction",28,928589,3
2009,"DuPage County, IL",17043,2018,2018,Sequelae of other and unspecified cerebrovascular diseases,13,928589,0
2010,"DuPage County, IL",17043,2018,2018,Generalized and unspecified atherosclerosis,48,928589,5
2011,"DuPage County, IL",17043,2018,2018,Dissection of aorta [any part],12,928589,0
2012,"DuPage County, IL",17043,2018,2018,"Peripheral vascular disease, unspecified",21,928589,2
2013,"DuPage County, IL",17043,2018,2018,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,11,928589,0
2014,"DuPage County, IL",17043,2018,2018,"Pneumonia, unspecified",113,928589,12
2015,"DuPage County, IL",17043,2018,2018,"Emphysema, unspecified",17,928589,0
2016,"DuPage County, IL",17043,2018,2018,Chronic obstructive pulmonary disease with acute lower respiratory infection,32,928589,3
2017,"DuPage County, IL",17043,2018,2018,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",15,928589,0
2018,"DuPage County, IL",17043,2018,2018,"Chronic obstructive pulmonary disease, unspecified",193,928589,20
2019,"DuPage County, IL",17043,2018,2018,Pneumonitis due to food and vomit,90,928589,9
2020,"DuPage County, IL",17043,2018,2018,Other interstitial pulmonary diseases with fibrosis,39,928589,4
2021,"DuPage County, IL",17043,2018,2018,"Interstitial pulmonary disease, unspecified",18,928589,0
2022,"DuPage County, IL",17043,2018,2018,Chronic respiratory failure,15,928589,0
2023,"DuPage County, IL",17043,2018,2018,"Vascular disorder of intestine, unspecified",19,928589,0
2024,"DuPage County, IL",17043,2018,2018,Other and unspecified intestinal obstruction,14,928589,0
2025,"DuPage County, IL",17043,2018,2018,Alcoholic cirrhosis of liver,21,928589,2
2026,"DuPage County, IL",17043,2018,2018,Other and unspecified cirrhosis of liver,36,928589,3
2027,"DuPage County, IL",17043,2018,2018,"Gastrointestinal haemorrhage, unspecified",22,928589,2
2028,"DuPage County, IL",17043,2018,2018,"Acute renal failure, unspecified",23,928589,2
2029,"DuPage County, IL",17043,2018,2018,"Chronic kidney disease, stage 5",55,928589,5
2030,"DuPage County, IL",17043,2018,2018,"Chronic renal failure, unspecified",32,928589,3
2031,"DuPage County, IL",17043,2018,2018,Unspecified renal failure,20,928589,2
2032,"DuPage County, IL",17043,2018,2018,"Urinary tract infection, site not specified",35,928589,3
2033,"DuPage County, IL",17043,2018,2018,Other lack of expected normal physiological development,33,928589,3
2034,"DuPage County, IL",17043,2018,2018,"Person injured in unspecified motor-vehicle accident, traffic",11,928589,0
2035,"DuPage County, IL",17043,2018,2018,Fall on and from stairs and steps,11,928589,0
2036,"DuPage County, IL",17043,2018,2018,Unspecified fall,39,928589,4
2037,"DuPage County, IL",17043,2018,2018,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",64,928589,6
2038,"DuPage County, IL",17043,2018,2018,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",72,928589,7
2039,"DuPage County, IL",17043,2018,2018,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",13,928589,0
2040,"DuPage County, IL",17043,2018,2018,"Intentional self-harm by hanging, strangulation and suffocation",41,928589,4
2041,"DuPage County, IL",17043,2018,2018,Intentional self-harm by other and unspecified firearm discharge,26,928589,2
2042,"DuPage County, IL",17043,2018,2018,Assault by other and unspecified firearm discharge,12,928589,0
2043,"DuPage County, IL",17043,2019,2019,"Septicaemia, unspecified",78,922921,8
2044,"DuPage County, IL",17043,2019,2019,"Tongue, unspecified - Malignant neoplasms",10,922921,0
2045,"DuPage County, IL",17043,2019,2019,"Oesophagus, unspecified - Malignant neoplasms",37,922921,4
2046,"DuPage County, IL",17043,2019,2019,"Stomach, unspecified - Malignant neoplasms",22,922921,2
2047,"DuPage County, IL",17043,2019,2019,"Colon, unspecified - Malignant neoplasms",98,922921,10
2048,"DuPage County, IL",17043,2019,2019,Malignant neoplasm of rectum,18,922921,0
2049,"DuPage County, IL",17043,2019,2019,Liver cell carcinoma - Malignant neoplasms,14,922921,0
2050,"DuPage County, IL",17043,2019,2019,Intrahepatic bile duct carcinoma - Malignant neoplasms,26,922921,2
2051,"DuPage County, IL",17043,2019,2019,"Liver, unspecified - Malignant neoplasms",12,922921,0
2052,"DuPage County, IL",17043,2019,2019,"Pancreas, unspecified - Malignant neoplasms",133,922921,14
2053,"DuPage County, IL",17043,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",317,922921,34
2054,"DuPage County, IL",17043,2019,2019,"Malignant melanoma of skin, unspecified - Malignant neoplasms",22,922921,2
2055,"DuPage County, IL",17043,2019,2019,"Connective and soft tissue, unspecified - Malignant neoplasms",13,922921,0
2056,"DuPage County, IL",17043,2019,2019,"Breast, unspecified - Malignant neoplasms",132,922921,14
2057,"DuPage County, IL",17043,2019,2019,Endometrium - Malignant neoplasms,21,922921,2
2058,"DuPage County, IL",17043,2019,2019,"Malignant neoplasm of uterus, part unspecified",18,922921,0
2059,"DuPage County, IL",17043,2019,2019,Malignant neoplasm of ovary,43,922921,4
2060,"DuPage County, IL",17043,2019,2019,Malignant neoplasm of prostate,67,922921,7
2061,"DuPage County, IL",17043,2019,2019,"Malignant neoplasm of kidney, except renal pelvis",44,922921,4
2062,"DuPage County, IL",17043,2019,2019,"Bladder, unspecified - Malignant neoplasms",40,922921,4
2063,"DuPage County, IL",17043,2019,2019,"Brain, unspecified - Malignant neoplasms",37,922921,4
2064,"DuPage County, IL",17043,2019,2019,Malignant neoplasm without specification of site,58,922921,6
2065,"DuPage County, IL",17043,2019,2019,Non-Hodgkin lymphoma large cell (diffuse),13,922921,0
2066,"DuPage County, IL",17043,2019,2019,"Non-Hodgkin lymphoma, unspecified type",28,922921,3
2067,"DuPage County, IL",17043,2019,2019,Multiple myeloma - Malignant neoplasms,27,922921,2
2068,"DuPage County, IL",17043,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,12,922921,0
2069,"DuPage County, IL",17043,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,35,922921,3
2070,"DuPage County, IL",17043,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",21,922921,2
2071,"DuPage County, IL",17043,2019,2019,"Non-insulin-dependent diabetes mellitus, without complications",26,922921,2
2072,"DuPage County, IL",17043,2019,2019,"Unspecified diabetes mellitus, with renal complications",20,922921,2
2073,"DuPage County, IL",17043,2019,2019,"Unspecified diabetes mellitus, without complications",60,922921,6
2074,"DuPage County, IL",17043,2019,2019,Unspecified protein-energy malnutrition,19,922921,0
2075,"DuPage County, IL",17043,2019,2019,"Hyperlipidaemia, unspecified",13,922921,0
2076,"DuPage County, IL",17043,2019,2019,"Vascular dementia, unspecified",51,922921,5
2077,"DuPage County, IL",17043,2019,2019,Unspecified dementia,356,922921,38
2078,"DuPage County, IL",17043,2019,2019,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",26,922921,2
2079,"DuPage County, IL",17043,2019,2019,Motor neuron disease,17,922921,0
2080,"DuPage County, IL",17043,2019,2019,Parkinson disease,105,922921,11
2081,"DuPage County, IL",17043,2019,2019,"Alzheimer disease, unspecified",260,922921,28
2082,"DuPage County, IL",17043,2019,2019,"Senile degeneration of brain, not elsewhere classified",32,922921,3
2083,"DuPage County, IL",17043,2019,2019,Other specified degenerative diseases of nervous system,28,922921,3
2084,"DuPage County, IL",17043,2019,2019,Multiple sclerosis,13,922921,0
2085,"DuPage County, IL",17043,2019,2019,"Anoxic brain damage, not elsewhere classified",13,922921,0
2086,"DuPage County, IL",17043,2019,2019,"Encephalopathy, unspecified",10,922921,0
2087,"DuPage County, IL",17043,2019,2019,Essential (primary) hypertension,42,922921,4
2088,"DuPage County, IL",17043,2019,2019,Hypertensive heart disease with (congestive) heart failure,29,922921,3
2089,"DuPage County, IL",17043,2019,2019,Hypertensive heart disease without (congestive) heart failure,82,922921,8
2090,"DuPage County, IL",17043,2019,2019,Hypertensive renal disease with renal failure,14,922921,0
2091,"DuPage County, IL",17043,2019,2019,"Acute myocardial infarction, unspecified",206,922921,22
2092,"DuPage County, IL",17043,2019,2019,"Atherosclerotic cardiovascular disease, so described",121,922921,13
2093,"DuPage County, IL",17043,2019,2019,Atherosclerotic heart disease,318,922921,34
2094,"DuPage County, IL",17043,2019,2019,Ischaemic cardiomyopathy,44,922921,4
2095,"DuPage County, IL",17043,2019,2019,"Chronic ischaemic heart disease, unspecified",12,922921,0
2096,"DuPage County, IL",17043,2019,2019,Pulmonary embolism without mention of acute cor pulmonale,23,922921,2
2097,"DuPage County, IL",17043,2019,2019,Other secondary pulmonary hypertension,16,922921,0
2098,"DuPage County, IL",17043,2019,2019,Aortic (valve) stenosis,32,922921,3
2099,"DuPage County, IL",17043,2019,2019,"Endocarditis, valve unspecified",11,922921,0
2100,"DuPage County, IL",17043,2019,2019,Dilated cardiomyopathy,18,922921,0
2101,"DuPage County, IL",17043,2019,2019,"Cardiomyopathy, unspecified",49,922921,5
2102,"DuPage County, IL",17043,2019,2019,"Cardiac arrest, unspecified",10,922921,0
2103,"DuPage County, IL",17043,2019,2019,Atrial fibrillation and flutter,64,922921,6
2104,"DuPage County, IL",17043,2019,2019,"Cardiac arrhythmia, unspecified",16,922921,0
2105,"DuPage County, IL",17043,2019,2019,Congestive heart failure,224,922921,24
2106,"DuPage County, IL",17043,2019,2019,"Heart failure, unspecified",55,922921,6
2107,"DuPage County, IL",17043,2019,2019,"Cardiovascular disease, unspecified",30,922921,3
2108,"DuPage County, IL",17043,2019,2019,"Heart disease, unspecified",10,922921,0
2109,"DuPage County, IL",17043,2019,2019,"Intracerebral haemorrhage, unspecified",25,922921,2
2110,"DuPage County, IL",17043,2019,2019,"Intracranial haemorrhage (nontraumatic), unspecified",33,922921,3
2111,"DuPage County, IL",17043,2019,2019,"Cerebral infarction, unspecified",33,922921,3
2112,"DuPage County, IL",17043,2019,2019,"Stroke, not specified as haemorrhage or infarction",131,922921,14
2113,"DuPage County, IL",17043,2019,2019,Cerebral atherosclerosis,28,922921,3
2114,"DuPage County, IL",17043,2019,2019,"Cerebrovascular disease, unspecified",73,922921,7
2115,"DuPage County, IL",17043,2019,2019,"Sequelae of stroke, not specified as haemorrhage or infarction",30,922921,3
2116,"DuPage County, IL",17043,2019,2019,Sequelae of other and unspecified cerebrovascular diseases,20,922921,2
2117,"DuPage County, IL",17043,2019,2019,Generalized and unspecified atherosclerosis,29,922921,3
2118,"DuPage County, IL",17043,2019,2019,Dissection of aorta [any part],19,922921,0
2119,"DuPage County, IL",17043,2019,2019,"Peripheral vascular disease, unspecified",26,922921,2
2120,"DuPage County, IL",17043,2019,2019,"Pneumonia, unspecified",93,922921,10
2121,"DuPage County, IL",17043,2019,2019,"Emphysema, unspecified",16,922921,0
2122,"DuPage County, IL",17043,2019,2019,Chronic obstructive pulmonary disease with acute lower respiratory infection,26,922921,2
2123,"DuPage County, IL",17043,2019,2019,"Chronic obstructive pulmonary disease, unspecified",215,922921,23
2124,"DuPage County, IL",17043,2019,2019,Pneumonitis due to food and vomit,100,922921,10
2125,"DuPage County, IL",17043,2019,2019,Other interstitial pulmonary diseases with fibrosis,42,922921,4
2126,"DuPage County, IL",17043,2019,2019,"Interstitial pulmonary disease, unspecified",13,922921,0
2127,"DuPage County, IL",17043,2019,2019,Chronic respiratory failure,12,922921,0
2128,"DuPage County, IL",17043,2019,2019,Other and unspecified intestinal obstruction,12,922921,0
2129,"DuPage County, IL",17043,2019,2019,Alcoholic cirrhosis of liver,22,922921,2
2130,"DuPage County, IL",17043,2019,2019,Other and unspecified cirrhosis of liver,33,922921,3
2131,"DuPage County, IL",17043,2019,2019,"Gastrointestinal haemorrhage, unspecified",25,922921,2
2132,"DuPage County, IL",17043,2019,2019,"Acute renal failure, unspecified",26,922921,2
2133,"DuPage County, IL",17043,2019,2019,"Chronic kidney disease, stage 5",66,922921,7
2134,"DuPage County, IL",17043,2019,2019,"Chronic renal failure, unspecified",25,922921,2
2135,"DuPage County, IL",17043,2019,2019,Unspecified renal failure,19,922921,0
2136,"DuPage County, IL",17043,2019,2019,Other specified disorders of kidney and ureter,10,922921,0
2137,"DuPage County, IL",17043,2019,2019,"Urinary tract infection, site not specified",31,922921,3
2138,"DuPage County, IL",17043,2019,2019,Other lack of expected normal physiological development,28,922921,3
2139,"DuPage County, IL",17043,2019,2019,"Person injured in unspecified motor-vehicle accident, traffic",13,922921,0
2140,"DuPage County, IL",17043,2019,2019,Unspecified fall,51,922921,5
2141,"DuPage County, IL",17043,2019,2019,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",42,922921,4
2142,"DuPage County, IL",17043,2019,2019,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",75,922921,8
2143,"DuPage County, IL",17043,2019,2019,"Intentional self-harm by hanging, strangulation and suffocation",34,922921,3
2144,"DuPage County, IL",17043,2019,2019,Intentional self-harm by other and unspecified firearm discharge,23,922921,2
2145,"Edgar County, IL",17045,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",11,17566,0
2146,"Edgar County, IL",17045,2016,2016,Atherosclerotic heart disease,17,17566,0
2147,"Edgar County, IL",17045,2016,2016,"Chronic obstructive pulmonary disease, unspecified",12,17566,0
2148,"Edgar County, IL",17045,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",12,17328,0
2149,"Edgar County, IL",17045,2017,2017,"Hyperlipidaemia, unspecified",11,17328,0
2150,"Edgar County, IL",17045,2017,2017,Unspecified dementia,11,17328,0
2151,"Edgar County, IL",17045,2017,2017,Atherosclerotic heart disease,11,17328,0
2152,"Edgar County, IL",17045,2017,2017,Congestive heart failure,15,17328,0
2153,"Edgar County, IL",17045,2017,2017,"Chronic obstructive pulmonary disease, unspecified",18,17328,0
2154,"Edgar County, IL",17045,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",10,17360,0
2155,"Edgar County, IL",17045,2018,2018,Unspecified dementia,14,17360,0
2156,"Edgar County, IL",17045,2018,2018,Atherosclerotic heart disease,15,17360,0
2157,"Edgar County, IL",17045,2018,2018,"Chronic obstructive pulmonary disease, unspecified",17,17360,0
2158,"Edgar County, IL",17045,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",11,17161,0
2159,"Edgar County, IL",17045,2019,2019,Atherosclerotic heart disease,18,17161,0
2160,"Edwards County, IL",17047,2017,2017,"Acute myocardial infarction, unspecified",12,6486,0
2161,"Effingham County, IL",17049,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",16,34386,0
2162,"Effingham County, IL",17049,2016,2016,Unspecified dementia,14,34386,0
2163,"Effingham County, IL",17049,2016,2016,"Alzheimer disease, unspecified",13,34386,0
2164,"Effingham County, IL",17049,2016,2016,Atherosclerotic heart disease,14,34386,0
2165,"Effingham County, IL",17049,2016,2016,"Stroke, not specified as haemorrhage or infarction",10,34386,0
2166,"Effingham County, IL",17049,2016,2016,"Pneumonia, unspecified",11,34386,0
2167,"Effingham County, IL",17049,2016,2016,"Chronic obstructive pulmonary disease, unspecified",13,34386,0
2168,"Effingham County, IL",17049,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",16,34132,0
2169,"Effingham County, IL",17049,2017,2017,Unspecified dementia,16,34132,0
2170,"Effingham County, IL",17049,2017,2017,"Alzheimer disease, unspecified",21,34132,61
2171,"Effingham County, IL",17049,2017,2017,Atherosclerotic heart disease,28,34132,82
2172,"Effingham County, IL",17049,2017,2017,Congestive heart failure,16,34132,0
2173,"Effingham County, IL",17049,2017,2017,"Stroke, not specified as haemorrhage or infarction",13,34132,0
2174,"Effingham County, IL",17049,2017,2017,"Chronic obstructive pulmonary disease, unspecified",16,34132,0
2175,"Effingham County, IL",17049,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",13,34208,0
2176,"Effingham County, IL",17049,2018,2018,Unspecified dementia,16,34208,0
2177,"Effingham County, IL",17049,2018,2018,"Alzheimer disease, unspecified",25,34208,73
2178,"Effingham County, IL",17049,2018,2018,Atherosclerotic heart disease,21,34208,61
2179,"Effingham County, IL",17049,2018,2018,Congestive heart failure,12,34208,0
2180,"Effingham County, IL",17049,2018,2018,"Chronic obstructive pulmonary disease, unspecified",31,34208,90
2181,"Effingham County, IL",17049,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",13,34008,0
2182,"Effingham County, IL",17049,2019,2019,Unspecified dementia,14,34008,0
2183,"Effingham County, IL",17049,2019,2019,"Alzheimer disease, unspecified",21,34008,61
2184,"Effingham County, IL",17049,2019,2019,Essential (primary) hypertension,10,34008,0
2185,"Effingham County, IL",17049,2019,2019,Atherosclerotic heart disease,20,34008,58
2186,"Effingham County, IL",17049,2019,2019,Congestive heart failure,14,34008,0
2187,"Effingham County, IL",17049,2019,2019,"Stroke, not specified as haemorrhage or infarction",10,34008,0
2188,"Effingham County, IL",17049,2019,2019,"Chronic obstructive pulmonary disease, unspecified",25,34008,73
2189,"Fayette County, IL",17051,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",19,21789,0
2190,"Fayette County, IL",17051,2016,2016,"Acute myocardial infarction, unspecified",19,21789,0
2191,"Fayette County, IL",17051,2016,2016,Atherosclerotic heart disease,13,21789,0
2192,"Fayette County, IL",17051,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",16,21784,0
2193,"Fayette County, IL",17051,2017,2017,"Alzheimer disease, unspecified",11,21784,0
2194,"Fayette County, IL",17051,2017,2017,Congestive heart failure,11,21784,0
2195,"Fayette County, IL",17051,2017,2017,"Chronic obstructive pulmonary disease, unspecified",11,21784,0
2196,"Fayette County, IL",17051,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",10,21416,0
2197,"Fayette County, IL",17051,2018,2018,"Alzheimer disease, unspecified",11,21416,0
2198,"Fayette County, IL",17051,2018,2018,"Acute myocardial infarction, unspecified",14,21416,0
2199,"Fayette County, IL",17051,2018,2018,"Chronic obstructive pulmonary disease, unspecified",13,21416,0
2200,"Fayette County, IL",17051,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",15,21336,0
2201,"Fayette County, IL",17051,2019,2019,"Alzheimer disease, unspecified",16,21336,0
2202,"Fayette County, IL",17051,2019,2019,"Acute myocardial infarction, unspecified",16,21336,0
2203,"Fayette County, IL",17051,2019,2019,Atherosclerotic heart disease,11,21336,0
2204,"Fayette County, IL",17051,2019,2019,Congestive heart failure,10,21336,0
2205,"Fayette County, IL",17051,2019,2019,"Chronic obstructive pulmonary disease, unspecified",14,21336,0
2206,"Ford County, IL",17053,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",13,13575,0
2207,"Ford County, IL",17053,2016,2016,Unspecified dementia,15,13575,0
2208,"Ford County, IL",17053,2016,2016,"Alzheimer disease, unspecified",26,13575,191
2209,"Ford County, IL",17053,2016,2016,Congestive heart failure,10,13575,0
2210,"Ford County, IL",17053,2016,2016,"Chronic obstructive pulmonary disease, unspecified",13,13575,0
2211,"Ford County, IL",17053,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",10,13280,0
2212,"Ford County, IL",17053,2017,2017,"Alzheimer disease, unspecified",20,13280,150
2213,"Ford County, IL",17053,2017,2017,"Acute myocardial infarction, unspecified",13,13280,0
2214,"Ford County, IL",17053,2017,2017,Atherosclerotic heart disease,14,13280,0
2215,"Ford County, IL",17053,2017,2017,"Chronic obstructive pulmonary disease, unspecified",11,13280,0
2216,"Ford County, IL",17053,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",11,13264,0
2217,"Ford County, IL",17053,2018,2018,Unspecified dementia,15,13264,0
2218,"Ford County, IL",17053,2018,2018,"Chronic obstructive pulmonary disease, unspecified",17,13264,0
2219,"Ford County, IL",17053,2019,2019,Unspecified dementia,12,12961,0
2220,"Ford County, IL",17053,2019,2019,Atherosclerotic heart disease,12,12961,0
2221,"Ford County, IL",17053,2019,2019,Congestive heart failure,13,12961,0
2222,"Ford County, IL",17053,2019,2019,"Chronic obstructive pulmonary disease, unspecified",10,12961,0
2223,"Franklin County, IL",17055,2016,2016,"Septicaemia, unspecified",19,39156,0
2224,"Franklin County, IL",17055,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",28,39156,71
2225,"Franklin County, IL",17055,2016,2016,Unspecified dementia,17,39156,0
2226,"Franklin County, IL",17055,2016,2016,Parkinson disease,11,39156,0
2227,"Franklin County, IL",17055,2016,2016,"Alzheimer disease, unspecified",21,39156,53
2228,"Franklin County, IL",17055,2016,2016,"Acute myocardial infarction, unspecified",20,39156,51
2229,"Franklin County, IL",17055,2016,2016,Atherosclerotic heart disease,35,39156,89
2230,"Franklin County, IL",17055,2016,2016,"Stroke, not specified as haemorrhage or infarction",10,39156,0
2231,"Franklin County, IL",17055,2016,2016,"Pneumonia, unspecified",10,39156,0
2232,"Franklin County, IL",17055,2016,2016,"Chronic obstructive pulmonary disease, unspecified",34,39156,86
2233,"Franklin County, IL",17055,2017,2017,"Septicaemia, unspecified",12,39041,0
2234,"Franklin County, IL",17055,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",37,39041,94
2235,"Franklin County, IL",17055,2017,2017,"Alzheimer disease, unspecified",30,39041,76
2236,"Franklin County, IL",17055,2017,2017,"Acute myocardial infarction, unspecified",23,39041,58
2237,"Franklin County, IL",17055,2017,2017,Atherosclerotic heart disease,32,39041,82
2238,"Franklin County, IL",17055,2017,2017,Atrial fibrillation and flutter,11,39041,0
2239,"Franklin County, IL",17055,2017,2017,Congestive heart failure,11,39041,0
2240,"Franklin County, IL",17055,2017,2017,"Stroke, not specified as haemorrhage or infarction",13,39041,0
2241,"Franklin County, IL",17055,2017,2017,"Pneumonia, unspecified",11,39041,0
2242,"Franklin County, IL",17055,2017,2017,"Chronic obstructive pulmonary disease, unspecified",29,39041,74
2243,"Franklin County, IL",17055,2018,2018,"Septicaemia, unspecified",20,38701,51
2244,"Franklin County, IL",17055,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",24,38701,62
2245,"Franklin County, IL",17055,2018,2018,Unspecified dementia,17,38701,0
2246,"Franklin County, IL",17055,2018,2018,"Alzheimer disease, unspecified",26,38701,67
2247,"Franklin County, IL",17055,2018,2018,"Acute myocardial infarction, unspecified",18,38701,0
2248,"Franklin County, IL",17055,2018,2018,Atherosclerotic heart disease,31,38701,80
2249,"Franklin County, IL",17055,2018,2018,Congestive heart failure,11,38701,0
2250,"Franklin County, IL",17055,2018,2018,"Pneumonia, unspecified",16,38701,0
2251,"Franklin County, IL",17055,2018,2018,"Chronic obstructive pulmonary disease, unspecified",31,38701,80
2252,"Franklin County, IL",17055,2019,2019,"Septicaemia, unspecified",10,38469,0
2253,"Franklin County, IL",17055,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",24,38469,62
2254,"Franklin County, IL",17055,2019,2019,Unspecified dementia,21,38469,54
2255,"Franklin County, IL",17055,2019,2019,"Alzheimer disease, unspecified",21,38469,54
2256,"Franklin County, IL",17055,2019,2019,"Acute myocardial infarction, unspecified",19,38469,0
2257,"Franklin County, IL",17055,2019,2019,Atherosclerotic heart disease,29,38469,75
2258,"Franklin County, IL",17055,2019,2019,Congestive heart failure,11,38469,0
2259,"Franklin County, IL",17055,2019,2019,"Stroke, not specified as haemorrhage or infarction",16,38469,0
2260,"Franklin County, IL",17055,2019,2019,"Pneumonia, unspecified",10,38469,0
2261,"Franklin County, IL",17055,2019,2019,Chronic obstructive pulmonary disease with acute lower respiratory infection,14,38469,0
2262,"Franklin County, IL",17055,2019,2019,"Chronic obstructive pulmonary disease, unspecified",33,38469,85
2263,"Fulton County, IL",17057,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",22,35536,61
2264,"Fulton County, IL",17057,2016,2016,Unspecified dementia,40,35536,112
2265,"Fulton County, IL",17057,2016,2016,"Alzheimer disease, unspecified",21,35536,59
2266,"Fulton County, IL",17057,2016,2016,"Acute myocardial infarction, unspecified",43,35536,121
2267,"Fulton County, IL",17057,2016,2016,Atherosclerotic heart disease,14,35536,0
2268,"Fulton County, IL",17057,2016,2016,Congestive heart failure,13,35536,0
2269,"Fulton County, IL",17057,2016,2016,"Stroke, not specified as haemorrhage or infarction",12,35536,0
2270,"Fulton County, IL",17057,2016,2016,"Chronic obstructive pulmonary disease, unspecified",29,35536,81
2271,"Fulton County, IL",17057,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",29,35110,82
2272,"Fulton County, IL",17057,2017,2017,Unspecified dementia,28,35110,79
2273,"Fulton County, IL",17057,2017,2017,"Alzheimer disease, unspecified",25,35110,71
2274,"Fulton County, IL",17057,2017,2017,"Acute myocardial infarction, unspecified",40,35110,113
2275,"Fulton County, IL",17057,2017,2017,Atherosclerotic heart disease,17,35110,0
2276,"Fulton County, IL",17057,2017,2017,Congestive heart failure,13,35110,0
2277,"Fulton County, IL",17057,2017,2017,"Pneumonia, unspecified",10,35110,0
2278,"Fulton County, IL",17057,2017,2017,"Chronic obstructive pulmonary disease, unspecified",25,35110,71
2279,"Fulton County, IL",17057,2018,2018,"Colon, unspecified - Malignant neoplasms",10,34844,0
2280,"Fulton County, IL",17057,2018,2018,"Bronchus or lung, unspecified - Malignant neoplasms",29,34844,83
2281,"Fulton County, IL",17057,2018,2018,Malignant neoplasm without specification of site,10,34844,0
2282,"Fulton County, IL",17057,2018,2018,Unspecified dementia,47,34844,134
2283,"Fulton County, IL",17057,2018,2018,"Alzheimer disease, unspecified",25,34844,71
2284,"Fulton County, IL",17057,2018,2018,"Acute myocardial infarction, unspecified",38,34844,109
2285,"Fulton County, IL",17057,2018,2018,Atherosclerotic heart disease,17,34844,0
2286,"Fulton County, IL",17057,2018,2018,Congestive heart failure,18,34844,0
2287,"Fulton County, IL",17057,2018,2018,"Stroke, not specified as haemorrhage or infarction",10,34844,0
2288,"Fulton County, IL",17057,2018,2018,"Pneumonia, unspecified",10,34844,0
2289,"Fulton County, IL",17057,2018,2018,"Chronic obstructive pulmonary disease, unspecified",26,34844,74
2290,"Fulton County, IL",17057,2019,2019,"Pancreas, unspecified - Malignant neoplasms",13,34340,0
2291,"Fulton County, IL",17057,2019,2019,"Bronchus or lung, unspecified - Malignant neoplasms",33,34340,96
2292,"Fulton County, IL",17057,2019,2019,Unspecified dementia,46,34340,134
2293,"Fulton County, IL",17057,2019,2019,"Alzheimer disease, unspecified",29,34340,84
2294,"Fulton County, IL",17057,2019,2019,"Acute myocardial infarction, unspecified",39,34340,113
2295,"Fulton County, IL",17057,2019,2019,Atherosclerotic heart disease,11,34340,0
2296,"Fulton County, IL",17057,2019,2019,Atrial fibrillation and flutter,10,34340,0
2297,"Fulton County, IL",17057,2019,2019,"Cardiac arrhythmia, unspecified",12,34340,0
2298,"Fulton County, IL",17057,2019,2019,Congestive heart failure,13,34340,0
2299,"Fulton County, IL",17057,2019,2019,"Pneumonia, unspecified",10,34340,0
2300,"Fulton County, IL",17057,2019,2019,"Chronic obstructive pulmonary disease, unspecified",23,34340,67
