,County,County Code,Year,Year Code,Cause of death,Deaths,Population,Crude Rate
679,"Cook County, IL",17031,2016,2016,"Intentional self-harm by hanging, strangulation and suffocation",148,5203499,2
680,"Cook County, IL",17031,2016,2016,Intentional self-harm by other and unspecified firearm discharge,104,5203499,2
681,"Cook County, IL",17031,2016,2016,Intentional self-harm by sharp object,18,5203499,0
682,"Cook County, IL",17031,2016,2016,Intentional self-harm by jumping from a high place,27,5203499,0
683,"Cook County, IL",17031,2016,2016,Intentional self-harm by jumping or lying before moving object,28,5203499,0
684,"Cook County, IL",17031,2016,2016,Assault by other and unspecified firearm discharge,774,5203499,14
685,"Cook County, IL",17031,2016,2016,"Assault by smoke, fire and flames",10,5203499,0
686,"Cook County, IL",17031,2016,2016,Assault by sharp object,43,5203499,0
687,"Cook County, IL",17031,2016,2016,Assault by unspecified means,27,5203499,0
688,"Cook County, IL",17031,2016,2016,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",12,5203499,0
689,"Cook County, IL",17031,2016,2016,"Unspecified event, undetermined intent",10,5203499,0
690,"Cook County, IL",17031,2016,2016,Legal intervention involving firearm discharge,12,5203499,0
691,"Cook County, IL",17031,2016,2016,Sequelae of other accidents,12,5203499,0
692,"Cook County, IL",17031,2016,2016,Sequelae of assault,13,5203499,0
693,"Cook County, IL",17031,2017,2017,Enterocolitis due to Clostridium difficile,92,5211263,1
694,"Cook County, IL",17031,2017,2017,Gastroenteritis and colitis of unspecified origin,35,5211263,0
695,"Cook County, IL",17031,2017,2017,Septicaemia due to other Gram-negative organisms,16,5211263,0
696,"Cook County, IL",17031,2017,2017,"Septicaemia, unspecified",592,5211263,11
697,"Cook County, IL",17031,2017,2017,"Staphylococcal infection, unspecified",11,5211263,0
698,"Cook County, IL",17031,2017,2017,"Bacterial infection, unspecified",12,5211263,0
699,"Cook County, IL",17031,2017,2017,Chronic viral hepatitis C,42,5211263,0
700,"Cook County, IL",17031,2017,2017,HIV disease resulting in multiple infections,10,5211263,0
701,"Cook County, IL",17031,2017,2017,HIV disease resulting in multiple diseases classified elsewhere,12,5211263,0
702,"Cook County, IL",17031,2017,2017,HIV disease resulting in other specified conditions,14,5211263,0
703,"Cook County, IL",17031,2017,2017,Unspecified human immunodeficiency virus [HIV] disease,23,5211263,0
704,"Cook County, IL",17031,2017,2017,Sequelae of other specified infectious and parasitic diseases,20,5211263,0
705,"Cook County, IL",17031,2017,2017,"Tongue, unspecified - Malignant neoplasms",43,5211263,0
706,"Cook County, IL",17031,2017,2017,"Mouth, unspecified - Malignant neoplasms",18,5211263,0
707,"Cook County, IL",17031,2017,2017,"Tonsil, unspecified - Malignant neoplasms",16,5211263,0
708,"Cook County, IL",17031,2017,2017,"Oropharynx, unspecified - Malignant neoplasms",16,5211263,0
709,"Cook County, IL",17031,2017,2017,"Pharynx, unspecified - Malignant neoplasms",27,5211263,0
710,"Cook County, IL",17031,2017,2017,"Oesophagus, unspecified - Malignant neoplasms",203,5211263,3
711,"Cook County, IL",17031,2017,2017,Cardia - Malignant neoplasms,18,5211263,0
712,"Cook County, IL",17031,2017,2017,"Stomach, unspecified - Malignant neoplasms",243,5211263,4
713,"Cook County, IL",17031,2017,2017,Duodenum - Malignant neoplasms,18,5211263,0
714,"Cook County, IL",17031,2017,2017,Caecum - Malignant neoplasms,12,5211263,0
715,"Cook County, IL",17031,2017,2017,Appendix - Malignant neoplasms,13,5211263,0
716,"Cook County, IL",17031,2017,2017,Ascending colon - Malignant neoplasms,11,5211263,0
717,"Cook County, IL",17031,2017,2017,Sigmoid colon - Malignant neoplasms,18,5211263,0
718,"Cook County, IL",17031,2017,2017,"Colon, unspecified - Malignant neoplasms",695,5211263,13
719,"Cook County, IL",17031,2017,2017,Malignant neoplasm of rectosigmoid junction,42,5211263,0
720,"Cook County, IL",17031,2017,2017,Malignant neoplasm of rectum,116,5211263,2
721,"Cook County, IL",17031,2017,2017,"Anus, unspecified - Malignant neoplasms",13,5211263,0
722,"Cook County, IL",17031,2017,2017,Liver cell carcinoma - Malignant neoplasms,140,5211263,2
723,"Cook County, IL",17031,2017,2017,Intrahepatic bile duct carcinoma - Malignant neoplasms,123,5211263,2
724,"Cook County, IL",17031,2017,2017,"Liver, unspecified - Malignant neoplasms",149,5211263,2
725,"Cook County, IL",17031,2017,2017,Malignant neoplasm of gallbladder,51,5211263,1
726,"Cook County, IL",17031,2017,2017,Extrahepatic bile duct - Malignant neoplasms,19,5211263,0
727,"Cook County, IL",17031,2017,2017,"Pancreas, unspecified - Malignant neoplasms",686,5211263,13
728,"Cook County, IL",17031,2017,2017,Ill-defined sites within the digestive system - Malignant neoplasms,16,5211263,0
729,"Cook County, IL",17031,2017,2017,"Larynx, unspecified - Malignant neoplasms",61,5211263,1
730,"Cook County, IL",17031,2017,2017,"Bronchus or lung, unspecified - Malignant neoplasms",2027,5211263,38
731,"Cook County, IL",17031,2017,2017,"Bone and articular cartilage, unspecified - Malignant neoplasms",15,5211263,0
732,"Cook County, IL",17031,2017,2017,"Malignant melanoma of skin, unspecified - Malignant neoplasms",98,5211263,1
733,"Cook County, IL",17031,2017,2017,Skin of scalp and neck - Malignant neoplasms,11,5211263,0
734,"Cook County, IL",17031,2017,2017,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",27,5211263,0
735,"Cook County, IL",17031,2017,2017,"Mesothelioma, unspecified - Malignant neoplasms",30,5211263,0
736,"Cook County, IL",17031,2017,2017,"Peritoneum, unspecified - Malignant neoplasms",14,5211263,0
737,"Cook County, IL",17031,2017,2017,"Connective and soft tissue, unspecified - Malignant neoplasms",66,5211263,1
738,"Cook County, IL",17031,2017,2017,"Breast, unspecified - Malignant neoplasms",735,5211263,14
739,"Cook County, IL",17031,2017,2017,"Vulva, unspecified - Malignant neoplasms",25,5211263,0
740,"Cook County, IL",17031,2017,2017,Malignant neoplasm of vagina,10,5211263,0
741,"Cook County, IL",17031,2017,2017,"Cervix uteri, unspecified - Malignant neoplasms",75,5211263,1
742,"Cook County, IL",17031,2017,2017,Endometrium - Malignant neoplasms,132,5211263,2
743,"Cook County, IL",17031,2017,2017,"Malignant neoplasm of uterus, part unspecified",107,5211263,2
744,"Cook County, IL",17031,2017,2017,Malignant neoplasm of ovary,228,5211263,4
745,"Cook County, IL",17031,2017,2017,Malignant neoplasm of prostate,516,5211263,9
746,"Cook County, IL",17031,2017,2017,"Malignant neoplasm of kidney, except renal pelvis",201,5211263,3
747,"Cook County, IL",17031,2017,2017,"Bladder, unspecified - Malignant neoplasms",237,5211263,4
748,"Cook County, IL",17031,2017,2017,"Brain, unspecified - Malignant neoplasms",180,5211263,3
749,"Cook County, IL",17031,2017,2017,Malignant neoplasm of thyroid gland,23,5211263,0
750,"Cook County, IL",17031,2017,2017,Secondary malignant neoplasm of liver - Malignant neoplasms,24,5211263,0
751,"Cook County, IL",17031,2017,2017,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,13,5211263,0
752,"Cook County, IL",17031,2017,2017,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,44,5211263,0
753,"Cook County, IL",17031,2017,2017,Malignant neoplasm without specification of site,422,5211263,8
754,"Cook County, IL",17031,2017,2017,Non-Hodgkin lymphoma large cell (diffuse),55,5211263,1
755,"Cook County, IL",17031,2017,2017,Other and unspecified T-cell lymphomas - Malignant neoplasms,15,5211263,0
756,"Cook County, IL",17031,2017,2017,"B-cell lymphoma, unspecified - Malignant neoplasms",42,5211263,0
757,"Cook County, IL",17031,2017,2017,"Non-Hodgkin lymphoma, unspecified type",119,5211263,2
758,"Cook County, IL",17031,2017,2017,Multiple myeloma - Malignant neoplasms,179,5211263,3
759,"Cook County, IL",17031,2017,2017,Acute lymphoblastic leukaemia - Malignant neoplasms,20,5211263,0
760,"Cook County, IL",17031,2017,2017,Chronic lymphocytic leukaemia - Malignant neoplasms,51,5211263,1
761,"Cook County, IL",17031,2017,2017,Acute myeloid leukaemia - Malignant neoplasms,142,5211263,2
762,"Cook County, IL",17031,2017,2017,Chronic myeloid leukaemia - Malignant neoplasms,25,5211263,0
763,"Cook County, IL",17031,2017,2017,Other myeloid leukaemia - Malignant neoplasms,10,5211263,0
764,"Cook County, IL",17031,2017,2017,Acute leukaemia of unspecified cell type - Malignant neoplasms,25,5211263,0
765,"Cook County, IL",17031,2017,2017,"Leukaemia, unspecified - Malignant neoplasms",34,5211263,0
766,"Cook County, IL",17031,2017,2017,Malignant neoplasms of independent (primary) multiple sites,60,5211263,1
767,"Cook County, IL",17031,2017,2017,"Meninges, unspecified - Benign neoplasms",10,5211263,0
768,"Cook County, IL",17031,2017,2017,"Trachea, bronchus and lung - Uncertain neoplasms",11,5211263,0
769,"Cook County, IL",17031,2017,2017,"Brain, unspecified - Uncertain neoplasms",25,5211263,0
770,"Cook County, IL",17031,2017,2017,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",104,5211263,2
771,"Cook County, IL",17031,2017,2017,Chronic myeloproliferative disease - Uncertain neoplasms,20,5211263,0
772,"Cook County, IL",17031,2017,2017,Connective and other soft tissue - Uncertain neoplasms,19,5211263,0
773,"Cook County, IL",17031,2017,2017,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",10,5211263,0
774,"Cook County, IL",17031,2017,2017,Sickle-cell anaemia without crisis,12,5211263,0
775,"Cook County, IL",17031,2017,2017,"Anaemia, unspecified",47,5211263,0
776,"Cook County, IL",17031,2017,2017,Disseminated intravascular coagulation [defibrination syndrome],18,5211263,0
777,"Cook County, IL",17031,2017,2017,"Coagulation defect, unspecified",13,5211263,0
778,"Cook County, IL",17031,2017,2017,"Sarcoidosis, unspecified",24,5211263,0
779,"Cook County, IL",17031,2017,2017,"Hypothyroidism, unspecified",25,5211263,0
780,"Cook County, IL",17031,2017,2017,"Insulin-dependent diabetes mellitus, without complications",18,5211263,0
781,"Cook County, IL",17031,2017,2017,"Non-insulin-dependent diabetes mellitus, with renal complications",75,5211263,1
782,"Cook County, IL",17031,2017,2017,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",10,5211263,0
783,"Cook County, IL",17031,2017,2017,"Non-insulin-dependent diabetes mellitus, with multiple complications",11,5211263,0
784,"Cook County, IL",17031,2017,2017,"Non-insulin-dependent diabetes mellitus, without complications",170,5211263,3
785,"Cook County, IL",17031,2017,2017,"Unspecified diabetes mellitus, with ketoacidosis",54,5211263,1
786,"Cook County, IL",17031,2017,2017,"Unspecified diabetes mellitus, with renal complications",204,5211263,3
787,"Cook County, IL",17031,2017,2017,"Unspecified diabetes mellitus, with peripheral circulatory complications",47,5211263,0
788,"Cook County, IL",17031,2017,2017,"Unspecified diabetes mellitus, with multiple complications",32,5211263,0
789,"Cook County, IL",17031,2017,2017,"Unspecified diabetes mellitus, without complications",509,5211263,9
790,"Cook County, IL",17031,2017,2017,Unspecified severe protein-energy malnutrition,53,5211263,1
791,"Cook County, IL",17031,2017,2017,Unspecified protein-energy malnutrition,35,5211263,0
792,"Cook County, IL",17031,2017,2017,Other obesity,75,5211263,1
793,"Cook County, IL",17031,2017,2017,"Obesity, unspecified",42,5211263,0
794,"Cook County, IL",17031,2017,2017,Pure hypercholesterolaemia,25,5211263,0
795,"Cook County, IL",17031,2017,2017,"Hyperlipidaemia, unspecified",83,5211263,1
796,"Cook County, IL",17031,2017,2017,Organ-limited amyloidosis,21,5211263,0
797,"Cook County, IL",17031,2017,2017,"Amyloidosis, unspecified",10,5211263,0
798,"Cook County, IL",17031,2017,2017,Volume depletion,14,5211263,0
799,"Cook County, IL",17031,2017,2017,Acidosis,45,5211263,0
800,"Cook County, IL",17031,2017,2017,Hyperkalaemia,14,5211263,0
801,"Cook County, IL",17031,2017,2017,"Metabolic disorder, unspecified",35,5211263,0
802,"Cook County, IL",17031,2017,2017,"Vascular dementia, unspecified",207,5211263,4
803,"Cook County, IL",17031,2017,2017,Unspecified dementia,1701,5211263,32
804,"Cook County, IL",17031,2017,2017,"Mental and behavioural disorders due to use of alcohol, harmful use",21,5211263,0
805,"Cook County, IL",17031,2017,2017,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",174,5211263,3
806,"Cook County, IL",17031,2017,2017,Huntington disease,10,5211263,0
807,"Cook County, IL",17031,2017,2017,Motor neuron disease,88,5211263,1
808,"Cook County, IL",17031,2017,2017,Parkinson disease,455,5211263,8
809,"Cook County, IL",17031,2017,2017,Alzheimer disease with late onset,17,5211263,0
810,"Cook County, IL",17031,2017,2017,"Alzheimer disease, unspecified",1335,5211263,25
811,"Cook County, IL",17031,2017,2017,Circumscribed brain atrophy,15,5211263,0
812,"Cook County, IL",17031,2017,2017,"Senile degeneration of brain, not elsewhere classified",120,5211263,2
813,"Cook County, IL",17031,2017,2017,Other specified degenerative diseases of nervous system,68,5211263,1
814,"Cook County, IL",17031,2017,2017,"Degenerative disease of nervous system, unspecified",19,5211263,0
815,"Cook County, IL",17031,2017,2017,Multiple sclerosis,77,5211263,1
816,"Cook County, IL",17031,2017,2017,"Epilepsy, unspecified",22,5211263,0
817,"Cook County, IL",17031,2017,2017,"Status epilepticus, unspecified",11,5211263,0
818,"Cook County, IL",17031,2017,2017,Sleep apnoea,16,5211263,0
819,"Cook County, IL",17031,2017,2017,Myasthenia gravis,13,5211263,0
820,"Cook County, IL",17031,2017,2017,"Infantile cerebral palsy, unspecified",33,5211263,0
821,"Cook County, IL",17031,2017,2017,"Anoxic brain damage, not elsewhere classified",107,5211263,2
822,"Cook County, IL",17031,2017,2017,"Encephalopathy, unspecified",24,5211263,0
823,"Cook County, IL",17031,2017,2017,Cerebral oedema,12,5211263,0
824,"Cook County, IL",17031,2017,2017,Mitral stenosis,12,5211263,0
825,"Cook County, IL",17031,2017,2017,"Mitral valve disease, unspecified",12,5211263,0
826,"Cook County, IL",17031,2017,2017,Essential (primary) hypertension,333,5211263,6
827,"Cook County, IL",17031,2017,2017,Hypertensive heart disease with (congestive) heart failure,265,5211263,5
828,"Cook County, IL",17031,2017,2017,Hypertensive heart disease without (congestive) heart failure,751,5211263,14
829,"Cook County, IL",17031,2017,2017,Hypertensive renal disease with renal failure,205,5211263,3
830,"Cook County, IL",17031,2017,2017,Hypertensive heart and renal disease with (congestive) heart failure,19,5211263,0
831,"Cook County, IL",17031,2017,2017,Hypertensive heart and renal disease with renal failure,44,5211263,0
832,"Cook County, IL",17031,2017,2017,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,46,5211263,0
833,"Cook County, IL",17031,2017,2017,"Hypertensive heart and renal disease, unspecified",30,5211263,0
834,"Cook County, IL",17031,2017,2017,Acute subendocardial myocardial infarction,52,5211263,1
835,"Cook County, IL",17031,2017,2017,"Acute myocardial infarction, unspecified",1642,5211263,31
836,"Cook County, IL",17031,2017,2017,"Acute ischaemic heart disease, unspecified",29,5211263,0
837,"Cook County, IL",17031,2017,2017,"Atherosclerotic cardiovascular disease, so described",458,5211263,8
838,"Cook County, IL",17031,2017,2017,Atherosclerotic heart disease,2359,5211263,45
839,"Cook County, IL",17031,2017,2017,Ischaemic cardiomyopathy,182,5211263,3
840,"Cook County, IL",17031,2017,2017,Other forms of chronic ischaemic heart disease,15,5211263,0
841,"Cook County, IL",17031,2017,2017,"Chronic ischaemic heart disease, unspecified",129,5211263,2
842,"Cook County, IL",17031,2017,2017,Pulmonary embolism without mention of acute cor pulmonale,131,5211263,2
843,"Cook County, IL",17031,2017,2017,Other secondary pulmonary hypertension,102,5211263,2
844,"Cook County, IL",17031,2017,2017,"Pulmonary heart disease, unspecified",18,5211263,0
845,"Cook County, IL",17031,2017,2017,Acute and subacute infective endocarditis,22,5211263,0
846,"Cook County, IL",17031,2017,2017,Mitral (valve) insufficiency,29,5211263,0
847,"Cook County, IL",17031,2017,2017,Aortic (valve) stenosis,154,5211263,3
848,"Cook County, IL",17031,2017,2017,"Aortic valve disorder, unspecified",16,5211263,0
849,"Cook County, IL",17031,2017,2017,"Endocarditis, valve unspecified",55,5211263,1
850,"Cook County, IL",17031,2017,2017,Dilated cardiomyopathy,79,5211263,1
851,"Cook County, IL",17031,2017,2017,Other hypertrophic cardiomyopathy,15,5211263,0
852,"Cook County, IL",17031,2017,2017,"Cardiomyopathy, unspecified",314,5211263,6
853,"Cook County, IL",17031,2017,2017,Other specified conduction disorders,14,5211263,0
854,"Cook County, IL",17031,2017,2017,"Cardiac arrest, unspecified",86,5211263,1
855,"Cook County, IL",17031,2017,2017,Ventricular tachycardia,12,5211263,0
856,"Cook County, IL",17031,2017,2017,Atrial fibrillation and flutter,274,5211263,5
857,"Cook County, IL",17031,2017,2017,Ventricular fibrillation and flutter,24,5211263,0
858,"Cook County, IL",17031,2017,2017,"Cardiac arrhythmia, unspecified",83,5211263,1
859,"Cook County, IL",17031,2017,2017,Congestive heart failure,1079,5211263,20
860,"Cook County, IL",17031,2017,2017,"Heart failure, unspecified",234,5211263,4
861,"Cook County, IL",17031,2017,2017,"Cardiovascular disease, unspecified",919,5211263,17
862,"Cook County, IL",17031,2017,2017,"Heart disease, unspecified",60,5211263,1
863,"Cook County, IL",17031,2017,2017,"Subarachnoid haemorrhage, unspecified",70,5211263,1
864,"Cook County, IL",17031,2017,2017,Intracerebral haemorrhage in brain stem,10,5211263,0
865,"Cook County, IL",17031,2017,2017,"Intracerebral haemorrhage, intraventricular",11,5211263,0
866,"Cook County, IL",17031,2017,2017,"Intracerebral haemorrhage, unspecified",200,5211263,3
867,"Cook County, IL",17031,2017,2017,Subdural haemorrhage (acute)(nontraumatic),54,5211263,1
868,"Cook County, IL",17031,2017,2017,"Intracranial haemorrhage (nontraumatic), unspecified",167,5211263,3
869,"Cook County, IL",17031,2017,2017,Cerebral infarction due to thrombosis of cerebral arteries,10,5211263,0
870,"Cook County, IL",17031,2017,2017,Cerebral infarction due to embolism of cerebral arteries,16,5211263,0
871,"Cook County, IL",17031,2017,2017,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,19,5211263,0
872,"Cook County, IL",17031,2017,2017,"Cerebral infarction, unspecified",239,5211263,4
873,"Cook County, IL",17031,2017,2017,"Stroke, not specified as haemorrhage or infarction",867,5211263,16
874,"Cook County, IL",17031,2017,2017,Cerebral atherosclerosis,149,5211263,2
875,"Cook County, IL",17031,2017,2017,Other specified cerebrovascular diseases,14,5211263,0
876,"Cook County, IL",17031,2017,2017,"Cerebrovascular disease, unspecified",383,5211263,7
877,"Cook County, IL",17031,2017,2017,Sequelae of cerebral infarction,28,5211263,0
878,"Cook County, IL",17031,2017,2017,"Sequelae of stroke, not specified as haemorrhage or infarction",160,5211263,3
879,"Cook County, IL",17031,2017,2017,Sequelae of other and unspecified cerebrovascular diseases,62,5211263,1
880,"Cook County, IL",17031,2017,2017,Generalized and unspecified atherosclerosis,66,5211263,1
881,"Cook County, IL",17031,2017,2017,Dissection of aorta [any part],56,5211263,1
882,"Cook County, IL",17031,2017,2017,"Abdominal aortic aneurysm, ruptured",15,5211263,0
883,"Cook County, IL",17031,2017,2017,"Abdominal aortic aneurysm, without mention of rupture",19,5211263,0
884,"Cook County, IL",17031,2017,2017,"Aortic aneurysm of unspecified site, ruptured",12,5211263,0
885,"Cook County, IL",17031,2017,2017,"Peripheral vascular disease, unspecified",156,5211263,3
886,"Cook County, IL",17031,2017,2017,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,47,5211263,0
887,"Cook County, IL",17031,2017,2017,"Influenza with pneumonia, influenza virus identified",19,5211263,0
888,"Cook County, IL",17031,2017,2017,"Influenza with other respiratory manifestations, influenza virus identified",19,5211263,0
889,"Cook County, IL",17031,2017,2017,"Influenza with pneumonia, virus not identified",24,5211263,0
890,"Cook County, IL",17031,2017,2017,"Influenza with other respiratory manifestations, virus not identified",20,5211263,0
891,"Cook County, IL",17031,2017,2017,"Bacterial pneumonia, unspecified",25,5211263,0
892,"Cook County, IL",17031,2017,2017,"Bronchopneumonia, unspecified",23,5211263,0
893,"Cook County, IL",17031,2017,2017,"Pneumonia, unspecified",741,5211263,14
894,"Cook County, IL",17031,2017,2017,"Emphysema, unspecified",107,5211263,2
895,"Cook County, IL",17031,2017,2017,Chronic obstructive pulmonary disease with acute lower respiratory infection,159,5211263,3
896,"Cook County, IL",17031,2017,2017,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",56,5211263,1
897,"Cook County, IL",17031,2017,2017,Other specified chronic obstructive pulmonary disease,12,5211263,0
898,"Cook County, IL",17031,2017,2017,"Chronic obstructive pulmonary disease, unspecified",1250,5211263,24
899,"Cook County, IL",17031,2017,2017,Predominantly allergic asthma,10,5211263,0
900,"Cook County, IL",17031,2017,2017,"Asthma, unspecified",67,5211263,1
901,"Cook County, IL",17031,2017,2017,Bronchiectasis,13,5211263,0
902,"Cook County, IL",17031,2017,2017,Pneumonitis due to food and vomit,351,5211263,6
903,"Cook County, IL",17031,2017,2017,Adult respiratory distress syndrome,25,5211263,0
904,"Cook County, IL",17031,2017,2017,Other interstitial pulmonary diseases with fibrosis,177,5211263,3
905,"Cook County, IL",17031,2017,2017,"Interstitial pulmonary disease, unspecified",74,5211263,1
906,"Cook County, IL",17031,2017,2017,"Pleural effusion, not elsewhere classified",29,5211263,0
907,"Cook County, IL",17031,2017,2017,"Pneumothorax, unspecified",13,5211263,0
908,"Cook County, IL",17031,2017,2017,Acute respiratory failure,19,5211263,0
909,"Cook County, IL",17031,2017,2017,Chronic respiratory failure,61,5211263,1
910,"Cook County, IL",17031,2017,2017,"Respiratory failure, unspecified",34,5211263,0
911,"Cook County, IL",17031,2017,2017,Other disorders of lung,51,5211263,1
912,"Cook County, IL",17031,2017,2017,"Duodenal ulcer, chronic or unspecified with perforation",12,5211263,0
913,"Cook County, IL",17031,2017,2017,"Crohn disease, unspecified",10,5211263,0
914,"Cook County, IL",17031,2017,2017,Acute vascular disorders of intestine,19,5211263,0
915,"Cook County, IL",17031,2017,2017,"Vascular disorder of intestine, unspecified",79,5211263,1
916,"Cook County, IL",17031,2017,2017,Other and unspecified intestinal obstruction,67,5211263,1
917,"Cook County, IL",17031,2017,2017,"Diverticular disease of intestine, part unspecified, with perforation and abscess",12,5211263,0
918,"Cook County, IL",17031,2017,2017,"Diverticular disease of intestine, part unspecified, without perforation or abscess",15,5211263,0
919,"Cook County, IL",17031,2017,2017,Perforation of intestine (nontraumatic),26,5211263,0
920,"Cook County, IL",17031,2017,2017,"Peritonitis, unspecified",14,5211263,0
921,"Cook County, IL",17031,2017,2017,Alcoholic hepatitis,10,5211263,0
922,"Cook County, IL",17031,2017,2017,Alcoholic cirrhosis of liver,170,5211263,3
923,"Cook County, IL",17031,2017,2017,Alcoholic hepatic failure,16,5211263,0
924,"Cook County, IL",17031,2017,2017,"Alcoholic liver disease, unspecified",15,5211263,0
925,"Cook County, IL",17031,2017,2017,Acute and subacute hepatic failure,11,5211263,0
926,"Cook County, IL",17031,2017,2017,"Hepatic failure, unspecified",35,5211263,0
927,"Cook County, IL",17031,2017,2017,Other and unspecified cirrhosis of liver,305,5211263,5
928,"Cook County, IL",17031,2017,2017,"Fatty (change of) liver, not elsewhere classified",27,5211263,0
929,"Cook County, IL",17031,2017,2017,"Liver disease, unspecified",36,5211263,0
930,"Cook County, IL",17031,2017,2017,Acute cholecystitis,21,5211263,0
931,"Cook County, IL",17031,2017,2017,"Cholecystitis, unspecified",28,5211263,0
932,"Cook County, IL",17031,2017,2017,Cholangitis,16,5211263,0
933,"Cook County, IL",17031,2017,2017,"Acute pancreatitis, unspecified",31,5211263,0
934,"Cook County, IL",17031,2017,2017,"Gastrointestinal haemorrhage, unspecified",118,5211263,2
935,"Cook County, IL",17031,2017,2017,Cellulitis of other parts of limb,10,5211263,0
936,"Cook County, IL",17031,2017,2017,"Cellulitis, unspecified",17,5211263,0
937,"Cook County, IL",17031,2017,2017,"Local infection of skin and subcutaneous tissue, unspecified",11,5211263,0
938,"Cook County, IL",17031,2017,2017,"Decubitus ulcer and pressure area, unspecified",17,5211263,0
939,"Cook County, IL",17031,2017,2017,"Rheumatoid arthritis, unspecified",21,5211263,0
940,"Cook County, IL",17031,2017,2017,Systemic lupus erythematosus with organ or system involvement,24,5211263,0
941,"Cook County, IL",17031,2017,2017,Other forms of systemic sclerosis,11,5211263,0
942,"Cook County, IL",17031,2017,2017,Osteomyelitis of vertebra,11,5211263,0
943,"Cook County, IL",17031,2017,2017,Other specified disorders of muscle,13,5211263,0
944,"Cook County, IL",17031,2017,2017,Necrotizing fasciitis,16,5211263,0
945,"Cook County, IL",17031,2017,2017,"Osteomyelitis, unspecified",39,5211263,0
946,"Cook County, IL",17031,2017,2017,"Acute renal failure, unspecified",116,5211263,2
947,"Cook County, IL",17031,2017,2017,"Chronic kidney disease, stage 4",15,5211263,0
948,"Cook County, IL",17031,2017,2017,"Chronic kidney disease, stage 5",456,5211263,8
949,"Cook County, IL",17031,2017,2017,"Chronic renal failure, unspecified",199,5211263,3
950,"Cook County, IL",17031,2017,2017,Unspecified renal failure,149,5211263,2
951,"Cook County, IL",17031,2017,2017,Other specified disorders of kidney and ureter,40,5211263,0
952,"Cook County, IL",17031,2017,2017,"Disorder of kidney and ureter, unspecified",17,5211263,0
953,"Cook County, IL",17031,2017,2017,"Urinary tract infection, site not specified",179,5211263,3
954,"Cook County, IL",17031,2017,2017,Newborn affected by premature rupture of membranes,14,5211263,0
955,"Cook County, IL",17031,2017,2017,Extreme immaturity,107,5211263,2
956,"Cook County, IL",17031,2017,2017,Other preterm infants,14,5211263,0
957,"Cook County, IL",17031,2017,2017,"Down syndrome, unspecified",27,5211263,0
958,"Cook County, IL",17031,2017,2017,Other and unspecified convulsions,11,5211263,0
959,"Cook County, IL",17031,2017,2017,Cardiogenic shock,17,5211263,0
960,"Cook County, IL",17031,2017,2017,Other lack of expected normal physiological development,121,5211263,2
961,"Cook County, IL",17031,2017,2017,Other specified general symptoms and signs,17,5211263,0
962,"Cook County, IL",17031,2017,2017,Other ill-defined and unspecified causes of mortality,98,5211263,1
963,"Cook County, IL",17031,2017,2017,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",27,5211263,0
964,"Cook County, IL",17031,2017,2017,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,51,5211263,1
965,"Cook County, IL",17031,2017,2017,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",12,5211263,0
966,"Cook County, IL",17031,2017,2017,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",10,5211263,0
967,"Cook County, IL",17031,2017,2017,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",20,5211263,0
968,"Cook County, IL",17031,2017,2017,Person injured in collision between other specified motor vehicles (traffic),27,5211263,0
969,"Cook County, IL",17031,2017,2017,"Person injured in unspecified motor-vehicle accident, traffic",130,5211263,2
970,"Cook County, IL",17031,2017,2017,Fall on and from stairs and steps,51,5211263,1
971,"Cook County, IL",17031,2017,2017,Other fall on same level,30,5211263,0
972,"Cook County, IL",17031,2017,2017,Unspecified fall,228,5211263,4
973,"Cook County, IL",17031,2017,2017,Drowning and submersion while in bath-tub,14,5211263,0
974,"Cook County, IL",17031,2017,2017,Drowning and submersion while in natural water,17,5211263,0
975,"Cook County, IL",17031,2017,2017,Accidental suffocation and strangulation in bed,13,5211263,0
976,"Cook County, IL",17031,2017,2017,Inhalation and ingestion of food causing obstruction of respiratory tract,30,5211263,0
977,"Cook County, IL",17031,2017,2017,Inhalation and ingestion of other objects causing obstruction of respiratory tract,49,5211263,0
978,"Cook County, IL",17031,2017,2017,Exposure to uncontrolled fire in building or structure,26,5211263,0
979,"Cook County, IL",17031,2017,2017,Exposure to excessive natural cold,18,5211263,0
