year,locationname,category,measure,data_value,totalpopulation,short_question_text
2017,17031030400,Prevention,Cholesterol screening among adults aged >=18 years,82.9,2684,Cholesterol Screening
2018,17031243400,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,16.9,3001,Physical Inactivity
2018,17031190200,Prevention,Current lack of health insurance among adults aged 18-64 years,32.9,5853,Health Insurance
2018,17031220601,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,26.3,1766,Binge Drinking
2017,17031240300,Health Outcomes,High blood pressure among adults aged >=18 years,15.4,1317,High Blood Pressure
2018,17031221200,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,27.7,2860,Binge Drinking
2018,17031030703,Health Outcomes,All teeth lost among adults aged >=65 years,12.0,2830,Teeth Loss
2018,17031030900,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,10.1,3028,Mental Health
2018,17031170400,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,67.9,3870,Dental Visit
2018,17031090300,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,8.9,1372,Physical Health
2018,17031031400,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,30.4,5150,Sleep <7 hours
2018,17031200100,Health Outcomes,Stroke among adults aged >=18 years,2.7,4354,Stroke
2018,17031040201,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,32.6,6218,Sleep <7 hours
2018,17031170800,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.6,3721,Chronic Kidney Disease
2018,17031240300,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,5.3,1317,Physical Health
2018,17031060100,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,69.7,2569,Annual Checkup
2018,17031081403,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,31.0,6229,Sleep <7 hours
2018,17031150600,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,5.8,4163,Cancer (except skin)
2018,17031030603,Unhealthy Behaviors,Current smoking among adults aged >=18 years,17.0,2095,Current Smoking
2018,17031070700,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,2.9,3481,COPD
2018,17031140301,Prevention,Current lack of health insurance among adults aged 18-64 years,30.6,2891,Health Insurance
2017,17031051000,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,20.2,1503,High Cholesterol
2018,17031242100,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,12.5,3648,Physical Inactivity
2018,17031061000,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,33.9,1647,Binge Drinking
2018,17031170600,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",63.3,2498,Colorectal Cancer Screening
2018,17031120200,Prevention,Current lack of health insurance among adults aged 18-64 years,10.0,4430,Health Insurance
2018,17031081202,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,19.2,2995,Binge Drinking
2018,17031251100,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,20.5,4302,Diabetes
2018,17031010100,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,60.4,4854,Dental Visit
2018,17031020602,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",25.2,4340,Core preventive services for older women
2018,17031051400,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,9.8,2077,Mental Health
2018,17031242500,Health Outcomes,Stroke among adults aged >=18 years,1.7,3438,Stroke
2018,17031190100,Health Outcomes,Coronary heart disease among adults aged >=18 years,6.0,2488,Coronary Heart Disease
2017,17031160601,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,62.0,3490,Taking BP Medication
2018,17031100200,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.8,6749,Chronic Kidney Disease
2018,17031140500,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,11.0,3679,Physical Health
2018,17031031700,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,4.5,6570,COPD
2018,17031230900,Health Outcomes,Arthritis among adults aged >=18 years,17.4,5399,Arthritis
2017,17031090300,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,74.2,1372,Taking BP Medication
2018,17031220902,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,23.0,3371,Binge Drinking
2018,17031080202,Prevention,Mammography use among women aged 50-74 years,81.3,3498,Mammography
2018,17031250400,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,17.1,5887,Binge Drinking
2018,17031010300,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",29.9,6236,Core preventive services for older men
2018,17031140601,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.8,2786,Chronic Kidney Disease
2018,17031020500,Health Outcomes,Current asthma among adults aged >=18 years,9.9,6214,Current Asthma
2018,17031170900,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,62.5,1713,Dental Visit
2017,17031030300,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,71.9,3322,Taking BP Medication
2018,17031190601,Health Outcomes,Current asthma among adults aged >=18 years,8.5,4545,Current Asthma
2018,17031020801,Health Outcomes,Stroke among adults aged >=18 years,3.0,5458,Stroke
2018,17031242100,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,31.2,3648,Sleep <7 hours
2018,17031031900,Prevention,Current lack of health insurance among adults aged 18-64 years,12.1,2304,Health Insurance
2018,17031241300,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,73.8,1857,Dental Visit
2018,17031070600,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,70.4,2981,Annual Checkup
2017,17031251100,Health Outcomes,High blood pressure among adults aged >=18 years,46.9,4302,High Blood Pressure
2018,17031190800,Health Outcomes,Chronic kidney disease among adults aged >=18 years,3.0,6632,Chronic Kidney Disease
2018,17031130200,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,17.9,1412,Physical Inactivity
2018,17031243100,Health Outcomes,Chronic kidney disease among adults aged >=18 years,1.8,2242,Chronic Kidney Disease
2018,17031020400,Prevention,Mammography use among women aged 50-74 years,78.8,4168,Mammography
2018,17031251600,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,14.2,3649,Binge Drinking
2018,17031071100,Health Outcomes,Arthritis among adults aged >=18 years,10.1,2944,Arthritis
2018,17031020801,Prevention,Mammography use among women aged 50-74 years,76.3,5458,Mammography
2018,17031030701,Health Outcomes,Current asthma among adults aged >=18 years,9.4,1549,Current Asthma
2018,17031170100,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,10.8,1752,Mental Health
2018,17031020200,Unhealthy Behaviors,Current smoking among adults aged >=18 years,15.6,6676,Current Smoking
2018,17031081401,Health Outcomes,Coronary heart disease among adults aged >=18 years,5.6,2279,Coronary Heart Disease
2018,17031140200,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",25.5,5965,Core preventive services for older men
2018,17031030601,Health Outcomes,Coronary heart disease among adults aged >=18 years,6.9,4012,Coronary Heart Disease
2018,17031221000,Health Outcomes,Arthritis among adults aged >=18 years,14.1,2923,Arthritis
2018,17031061500,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,9.6,1707,Mental Health
2018,17031171000,Unhealthy Behaviors,Obesity among adults aged >=18 years,28.6,7287,Obesity
2017,17031071500,Health Outcomes,High blood pressure among adults aged >=18 years,17.1,5768,High Blood Pressure
2018,17031040100,Prevention,Mammography use among women aged 50-74 years,80.1,3985,Mammography
2018,17031160300,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.3,3785,Chronic Kidney Disease
2017,17031061901,Health Outcomes,High blood pressure among adults aged >=18 years,18.1,3433,High Blood Pressure
2017,17031242700,Health Outcomes,High blood pressure among adults aged >=18 years,26.4,2029,High Blood Pressure
2018,17031250700,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,31.5,6098,Physical Inactivity
2018,17031020702,Health Outcomes,Arthritis among adults aged >=18 years,22.8,7194,Arthritis
2018,17031070300,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,4.1,3367,Physical Health
2018,17031030101,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.8,3893,Chronic Kidney Disease
2018,17031080100,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,27.7,6013,Sleep <7 hours
2017,17031030300,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,31.0,3322,High Cholesterol
2017,17031062100,Health Outcomes,High blood pressure among adults aged >=18 years,14.0,3436,High Blood Pressure
2018,17031051000,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,30.1,1503,Binge Drinking
2018,17031031000,Prevention,Mammography use among women aged 50-74 years,80.6,3656,Mammography
2017,17031161100,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,67.7,1861,Taking BP Medication
2018,17031031300,Health Outcomes,Coronary heart disease among adults aged >=18 years,6.5,7076,Coronary Heart Disease
2017,17031100300,Prevention,Cholesterol screening among adults aged >=18 years,88.1,6177,Cholesterol Screening
2018,17031140800,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,24.2,6825,Binge Drinking
2018,17031200200,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,37.5,5427,Sleep <7 hours
2018,17031020100,Unhealthy Behaviors,Obesity among adults aged >=18 years,29.4,3965,Obesity
2018,17031251500,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,19.9,4784,Diabetes
2018,17031020601,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,72.9,6353,Annual Checkup
2018,17031062500,Unhealthy Behaviors,Obesity among adults aged >=18 years,23.0,1497,Obesity
2017,17031030800,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,26.2,4326,High Cholesterol
2017,17031161000,Prevention,Cholesterol screening among adults aged >=18 years,84.7,1707,Cholesterol Screening
2018,17031191100,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",22.8,7414,Core preventive services for older men
2018,17031250800,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",20.1,2488,Core preventive services for older women
2017,17031050500,Prevention,Cholesterol screening among adults aged >=18 years,84.4,4754,Cholesterol Screening
2018,17031081300,Health Outcomes,Current asthma among adults aged >=18 years,7.9,4884,Current Asthma
2017,17031160200,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,69.7,3443,Taking BP Medication
2017,17031230300,Prevention,Cholesterol screening among adults aged >=18 years,75.2,1024,Cholesterol Screening
2018,17031110100,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,21.9,5254,Binge Drinking
2018,17031243000,Health Outcomes,Coronary heart disease among adults aged >=18 years,3.0,2204,Coronary Heart Disease
2018,17031221600,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,12.0,2969,Physical Inactivity
2018,17031150501,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",28.4,3648,Core preventive services for older women
2018,17031060900,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,26.8,6867,Binge Drinking
2017,17031240900,Health Outcomes,High blood pressure among adults aged >=18 years,27.4,1182,High Blood Pressure
2018,17031063200,Prevention,Cervical cancer screening among adult women aged 21-65 years,83.8,6345,Cervical Cancer Screening
2018,17031242000,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,7.9,4565,Physical Health
2018,17031170200,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,33.5,3892,Sleep <7 hours
2018,17031190200,Unhealthy Behaviors,Current smoking among adults aged >=18 years,17.3,5853,Current Smoking
2018,17031220601,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,6.7,1766,Diabetes
2018,17031020301,Unhealthy Behaviors,Obesity among adults aged >=18 years,24.0,4750,Obesity
2018,17031081800,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,68.5,6866,Annual Checkup
2018,17031060400,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,30.2,3370,Sleep <7 hours
2018,17031030101,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,6.1,3893,Cancer (except skin)
2018,17031080400,Health Outcomes,Arthritis among adults aged >=18 years,19.2,4317,Arthritis
2018,17031140400,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,22.6,6805,Physical Inactivity
2018,17031243100,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,6.7,2242,Physical Health
2018,17031220701,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,10.7,3437,Mental Health
2017,17031120100,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,32.7,4198,High Cholesterol
2018,17031071000,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,2.3,4442,COPD
2018,17031090100,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,21.7,3405,Binge Drinking
2018,17031221100,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,60.8,4870,Dental Visit
2018,17031040402,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",36.3,4468,Core preventive services for older men
2018,17031130300,Health Outcomes,Stroke among adults aged >=18 years,2.9,5064,Stroke
2018,17031090300,Health Outcomes,Arthritis among adults aged >=18 years,22.9,1372,Arthritis
2018,17031100300,Unhealthy Behaviors,Obesity among adults aged >=18 years,24.0,6177,Obesity
2018,17031040100,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,4.3,3985,COPD
2018,17031243200,Health Outcomes,Stroke among adults aged >=18 years,1.3,2170,Stroke
2018,17031160501,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,10.6,4188,Physical Health
2018,17031251000,Health Outcomes,Arthritis among adults aged >=18 years,22.7,1181,Arthritis
2017,17031040800,Health Outcomes,High blood pressure among adults aged >=18 years,21.8,1514,High Blood Pressure
2018,17031171000,Health Outcomes,Arthritis among adults aged >=18 years,23.5,7287,Arthritis
2018,17031030604,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,5.9,2976,Cancer (except skin)
2018,17031061200,Unhealthy Behaviors,Obesity among adults aged >=18 years,19.5,1889,Obesity
2018,17031020901,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,19.4,5221,Binge Drinking
2018,17031243200,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,6.3,2170,Physical Health
2018,17031190601,Health Outcomes,Stroke among adults aged >=18 years,2.5,4545,Stroke
2018,17031191200,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",21.1,3853,Core preventive services for older men
2018,17031030603,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,4.1,2095,COPD
2018,17031160501,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,61.6,4188,Dental Visit
2018,17031031200,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,14.4,5648,Physical Health
2018,17031061200,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,2.4,1889,Diabetes
2018,17031030702,Unhealthy Behaviors,Current smoking among adults aged >=18 years,10.4,1630,Current Smoking
2018,17031200401,Health Outcomes,All teeth lost among adults aged >=65 years,19.7,3603,Teeth Loss
2018,17031020702,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,13.6,7194,Mental Health
2018,17031130300,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,11.2,5064,Physical Health
2018,17031170600,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,8.8,2498,Diabetes
2018,17031140602,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,13.5,5397,Mental Health
2018,17031110100,Unhealthy Behaviors,Obesity among adults aged >=18 years,27.6,5254,Obesity
2018,17031160501,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",25.9,4188,Core preventive services for older women
2018,17031061200,Health Outcomes,Current asthma among adults aged >=18 years,7.7,1889,Current Asthma
2017,17031221000,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,24.6,2923,High Cholesterol
2018,17031241400,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",34.0,4595,Core preventive services for older men
2018,17031020301,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",34.1,4750,Core preventive services for older men
2018,17031051200,Health Outcomes,Current asthma among adults aged >=18 years,7.8,1516,Current Asthma
2018,17031161100,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",32.3,1861,Core preventive services for older women
2018,17031240700,Health Outcomes,Coronary heart disease among adults aged >=18 years,3.6,1535,Coronary Heart Disease
2018,17031032100,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,8.4,7052,Physical Health
2018,17031071700,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,5.2,1652,Diabetes
2018,17031020902,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,54.9,4286,Dental Visit
2018,17031243500,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,10.6,2937,Mental Health
2018,17031030500,Health Outcomes,Chronic kidney disease among adults aged >=18 years,1.8,6395,Chronic Kidney Disease
2017,17031231200,Prevention,Cholesterol screening among adults aged >=18 years,79.5,6095,Cholesterol Screening
2017,17031160602,Health Outcomes,High blood pressure among adults aged >=18 years,23.2,3589,High Blood Pressure
2017,17031030706,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,33.7,3599,High Cholesterol
2018,17031171100,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,5.4,4110,COPD
2018,17031050700,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,30.8,1418,Sleep <7 hours
2018,17031040700,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,75.1,3123,Dental Visit
2018,17031231200,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,44.6,6095,Sleep <7 hours
2018,17031081201,Prevention,Cervical cancer screening among adult women aged 21-65 years,83.4,4059,Cervical Cancer Screening
2018,17031160400,Health Outcomes,All teeth lost among adults aged >=65 years,9.7,4768,Teeth Loss
2018,17031150300,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.4,7198,Chronic Kidney Disease
2018,17031242500,Prevention,Cervical cancer screening among adult women aged 21-65 years,84.0,3438,Cervical Cancer Screening
2018,17031081500,Health Outcomes,Coronary heart disease among adults aged >=18 years,3.0,4379,Coronary Heart Disease
2018,17031191000,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,32.4,2559,Physical Inactivity
2018,17031031502,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,27.5,4354,Physical Inactivity
2018,17031080300,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",34.7,4315,Core preventive services for older women
2018,17031031700,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,7.2,6570,Diabetes
2018,17031060300,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,31.0,2839,Binge Drinking
2018,17031100100,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,22.6,5313,Binge Drinking
2018,17031250600,Health Outcomes,Current asthma among adults aged >=18 years,12.4,4422,Current Asthma
2018,17031020601,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,13.3,6353,Physical Health
2018,17031210700,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",55.6,4309,Colorectal Cancer Screening
2018,17031100400,Health Outcomes,Coronary heart disease among adults aged >=18 years,5.7,3066,Coronary Heart Disease
2018,17031251300,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,16.7,4921,Mental Health
2018,17031151002,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,27.7,4567,Physical Inactivity
2018,17031190402,Health Outcomes,Chronic kidney disease among adults aged >=18 years,2.9,5458,Chronic Kidney Disease
2018,17031251200,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,5.7,4196,Cancer (except skin)
2018,17031230600,Prevention,Mammography use among women aged 50-74 years,79.9,6818,Mammography
2018,17031222500,Unhealthy Behaviors,Current smoking among adults aged >=18 years,15.2,1410,Current Smoking
2018,17031010201,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,14.0,6450,Physical Health
2018,17031160502,Prevention,Cervical cancer screening among adult women aged 21-65 years,80.0,3550,Cervical Cancer Screening
2018,17031081402,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,5.5,4243,Diabetes
2018,17031242400,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,5.0,2764,Cancer (except skin)
2018,17031061100,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,35.7,1379,Binge Drinking
2018,17031170400,Health Outcomes,Coronary heart disease among adults aged >=18 years,6.1,3870,Coronary Heart Disease
2018,17031010502,Health Outcomes,Coronary heart disease among adults aged >=18 years,3.6,3101,Coronary Heart Disease
2018,17031010201,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,73.4,6450,Annual Checkup
2018,17031030604,Unhealthy Behaviors,Obesity among adults aged >=18 years,28.1,2976,Obesity
2018,17031220702,Prevention,Mammography use among women aged 50-74 years,79.7,4060,Mammography
2018,17031221300,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",28.5,3222,Core preventive services for older men
2017,17031050200,Prevention,Cholesterol screening among adults aged >=18 years,83.9,4837,Cholesterol Screening
2018,17031160400,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,5.1,4768,COPD
2017,17031222600,Prevention,Cholesterol screening among adults aged >=18 years,81.6,1602,Cholesterol Screening
2018,17031242300,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,78.6,3240,Dental Visit
2018,17031200402,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,69.7,4396,Annual Checkup
2018,17031150800,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,12.3,5280,Mental Health
2018,17031020701,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",29.3,1704,Core preventive services for older women
2018,17031062000,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,79.3,2569,Dental Visit
2018,17031243300,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,73.8,2386,Dental Visit
2018,17031230900,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,14.0,5399,Mental Health
2018,17031160700,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,5.1,5893,COPD
2018,17031010701,Prevention,Cervical cancer screening among adult women aged 21-65 years,82.7,3864,Cervical Cancer Screening
2018,17031081300,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,15.3,4884,Physical Inactivity
2018,17031242700,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,11.3,2029,Physical Health
2018,17031070103,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,2.1,1709,COPD
2018,17031110501,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,22.3,4639,Binge Drinking
2018,17031031900,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,16.2,2304,Physical Inactivity
2017,17031030703,Prevention,Cholesterol screening among adults aged >=18 years,84.2,2830,Cholesterol Screening
2018,17031230600,Unhealthy Behaviors,Current smoking among adults aged >=18 years,21.0,6818,Current Smoking
2018,17031250700,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,45.7,6098,Sleep <7 hours
2018,17031063302,Health Outcomes,Chronic kidney disease among adults aged >=18 years,1.4,3996,Chronic Kidney Disease
2018,17031210800,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,6.9,1196,Diabetes
2018,17031010503,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",56.8,2290,Colorectal Cancer Screening
2018,17031170700,Prevention,Current lack of health insurance among adults aged 18-64 years,14.8,2980,Health Insurance
2018,17031081000,Health Outcomes,Arthritis among adults aged >=18 years,17.8,7546,Arthritis
2018,17031251700,Prevention,Mammography use among women aged 50-74 years,81.7,1495,Mammography
2018,17031020802,Health Outcomes,Coronary heart disease among adults aged >=18 years,5.6,6963,Coronary Heart Disease
2018,17031251800,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,20.2,5112,Mental Health
2018,17031081700,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,8.7,3102,Mental Health
2018,17031241600,Health Outcomes,Current asthma among adults aged >=18 years,7.9,3477,Current Asthma
2018,17031062900,Health Outcomes,All teeth lost among adults aged >=65 years,3.2,3976,Teeth Loss
2018,17031191302,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,38.0,5034,Sleep <7 hours
2018,17031062900,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,2.9,3976,Cancer (except skin)
2018,17031020602,Health Outcomes,Chronic kidney disease among adults aged >=18 years,3.0,4340,Chronic Kidney Disease
2018,17031241100,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,18.2,3682,Physical Inactivity
2017,17031120300,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,75.7,6365,Taking BP Medication
2018,17031031501,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,50.5,4083,Dental Visit
2018,17031230100,Unhealthy Behaviors,Current smoking among adults aged >=18 years,16.6,1623,Current Smoking
2018,17031220300,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,10.7,2102,Mental Health
2018,17031030103,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,17.5,1928,Physical Inactivity
2018,17031062300,Unhealthy Behaviors,Current smoking among adults aged >=18 years,9.1,1513,Current Smoking
2018,17031030900,Health Outcomes,All teeth lost among adults aged >=65 years,6.2,3028,Teeth Loss
2018,17031150402,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,23.3,3886,Binge Drinking
2018,17031150502,Prevention,Current lack of health insurance among adults aged 18-64 years,18.2,4205,Health Insurance
2018,17031010300,Unhealthy Behaviors,Obesity among adults aged >=18 years,31.1,6236,Obesity
2018,17031040800,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,16.3,1514,Physical Inactivity
2017,17031070600,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,58.8,2981,Taking BP Medication
2018,17031240600,Unhealthy Behaviors,Current smoking among adults aged >=18 years,11.4,1457,Current Smoking
2018,17031140702,Health Outcomes,Stroke among adults aged >=18 years,2.2,6187,Stroke
2018,17031151001,Prevention,Mammography use among women aged 50-74 years,76.9,2819,Mammography
2018,17031160800,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,9.8,5148,Physical Health
2018,17031230700,Health Outcomes,Coronary heart disease among adults aged >=18 years,5.4,6364,Coronary Heart Disease
2018,17031061901,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,9.9,3433,Mental Health
